ID_Demanda,Origen,Destino,Cantidad de Enlaces,Velocidad [Gbps],Ruta
D337,Arrecifes,Pergamino,4,100,Arrecifes - Pergamino
D338,Pergamino,Rosario,4,100,Pergamino - Rosario
D339,Rosario,Cañada de Gomez,1,200,Rosario - Cañada de Gomez
D340,Rosario,Leones,1,200,Rosario - Cañada de Gomez - Leones
D341,Rosario,Villa Maria,1,200,Rosario - Cañada de Gomez - Leones - Villa Maria
D342,Rosario,Manfredi,1,200,Rosario - Cañada de Gomez - Leones - Villa Maria - Manfredi
D343,Cañada de Gomez,Cordoba,1,200,Cañada de Gomez - Leones - Villa Maria - Manfredi - Cordoba
D344,Leones,Cordoba,1,200,Leones - Villa Maria - Manfredi - Cordoba
D345,Villa Maria,Cordoba,1,200,Villa Maria - Manfredi - Cordoba
D346,Manfredi,Cordoba,1,200,Manfredi - Cordoba
D347,Rosario,Cañada de Gomez,4,100,Rosario - Cañada de Gomez
D348,Cañada de Gomez,Leones,4,100,Cañada de Gomez - Leones
D349,Leones,Villa Maria,4,100,Leones - Villa Maria
D350,Villa Maria,Manfredi,4,100,Villa Maria - Manfredi
D351,Manfredi,Cordoba,4,100,Rosario - Cañada de Gomez
D352,Cordoba,Corralito,1,200,Cordoba - Corralito
D353,Cordoba,Hernando,1,200,Cordoba - Corralito - Hernando
D354,Cordoba,Chucul,1,200,Cordoba - Corralito - Hernando - Chucul
D355,Cordoba,V. Mercedes,1,200,Cordoba - Corralito - Hernando - Chucul - V. Mercedes
D356,Cordoba,San Luis,1,200,Cordoba - Corralito - Hernando - Chucul - V. Mercedes - San Luis
D357,Cordoba,Santa Rosa,1,200,Cordoba - Corralito - Hernando - Chucul - V. Mercedes - San Luis - Santa Rosa
D358,Corralito,Mendoza,1,200,Corralito - Hernando - Chucul - V. Mercedes - San Luis - Santa Rosa - Mendoza
D359,Hernando,Mendoza,1,200,Hernando - Chucul - V. Mercedes - San Luis - Santa Rosa - Mendoza
D360,Chucul,Mendoza,1,200,Chucul - V. Mercedes - San Luis - Santa Rosa - Mendoza
D361,V. Mercedes,Mendoza,1,200,V. Mercedes - San Luis - Santa Rosa - Mendoza
D362,San Luis,Mendoza,1,200,San Luis - Santa Rosa - Mendoza
D363,Santa Rosa,Mendoza,1,200,Santa Rosa - Mendoza
D364,Cordoba,Corralito,4,100,Cordoba - Corralito
D365,Corralito,Hernando,4,100,Corralito - Hernando
D366,Hernando,Chucul,4,100,Hernando - Chucul
D367,Chucul,V. Mercedes,4,100,Chucul - V. Mercedes
D368,V. Mercedes,San Luis,4,100,V. Mercedes - San Luis
D369,San Luis,Santa Rosa,4,100,San Luis - Santa Rosa
D370,Santa Rosa,Mendoza,4,100,Santa Rosa - Mendoza
D371,Benavidez,Mendoza,1,400,Benavidez - Exaltacion de la Cruz - Arrecifes - Pergamino - Rosario - Cañada de Gomez - San Marcos - Villa Maria - Manfredi - Cordoba - Corralito - Hernando - Chucul - V. Mercedes - San Luis - Santa Rosa - Mendoza
D372,Cordoba,V. Mercedes,1,300,Cordoba - Corralito - Hernando - Chucul - V. Mercedes
D373,V. Mercedes,San Luis,1,300,V. Mercedes - San Luis
D374,San Luis,Santa Rosa,1,300,San Luis - La Paz - Santa Rosa
D375,Santa Rosa,Mendoza,1,300,Santa Rosa - Mendoza
D376,Mendoza,Tunuyan,1,300,Mendoza - Tunuyan
D377,Tunuyan,San Rafael,1,300,Tunuyan - San Rafael
D378,Abasto,Marcos Paz,1,300,Abasto - Marcos Paz
D379,Marcos Paz,Benavidez,1,300,Marcos Paz - Benavidez
D380,Benavidez,Exaltacion de la Cruz,1,300,Benavidez - Exaltacion de la Cruz
D381,Exaltacion de la Cruz,Arrecifes,1,300,Exaltacion de la Cruz - Arrecifes
D382,Arrecifes,Pergamino,1,300,Arrecifes - Pergamino
D383,Pergamino,Rosario,1,300,Pergamino - Rosario
D384,Rosario,Cañada de Gomez,1,300,Rosario - Cañada de Gomez
D385,Cañada de Gomez,San Marcos,1,300,Cañada de Gomez - San Marcos
D386,San Marcos,Villa Maria,1,300,San Marcos - Villa Maria
D387,Villa Maria,Manfredi,1,300,Villa Maria - Manfredi
D388,Manfredi,Cordoba,1,300,Manfredi - Cordoba
D389,Cordoba,Corralito,1,300,Cordoba - Corralito
D390,Corralito,Hernando,1,300,Corralito - Hernando
D391,Hernando,Chucul,1,300,Hernando - Chucul
D392,Chucul,Mendoza,1,300,Chucul - V. Mercedes - San Luis - La Paz - Santa Rosa - Mendoza
D393,Rosario,Cordoba,1,300,Rosario - Cañada de Gomez - San Marcos - Villa Maria - Manfredi - Cordoba
D394,Cordoba,Mendoza,1,300,Cordoba - Corralito - Hernando - Chucul - V. Mercedes - San Luis - Mendoza
D395,Benavidez,Mendoza,2,300,Benavidez - Exaltacion de la Cruz - Arrecifes - Pergamino - Rosario - Cañada de Gomez - San Marcos - Villa Maria - Manfredi - Cordoba - Corralito - Hernando - Chucul - V. Mercedes - San Luis - La Paz - Santa Rosa - Mendoza
D396,Benavidez,Cordoba,3,300,Benavidez - Exaltacion de la Cruz - Arrecifes - Pergamino - Rosario - Cañada de Gomez - San Marcos - Villa Maria - Manfredi - Cordoba
D397,Benavidez,Rosario,3,300,Benavidez - Exaltacion de la Cruz - Arrecifes - Pergamino - Rosario
D398,Rio Gallegos,San Sebastian,1,200,Rio Gallegos - Estacion Cullen - San Sebastian
D399,San Sebastian,Usuahia,1,200,San Sebastian - Rio Grande - Tolhuin - Usuahia
D400,Rio Gallegos,Estacion Cullen,1,200,Rio Gallegos - Estacion Cullen
D401,Estacion Cullen,Rio Grande,1,200,Estacion Cullen - San Sebastian - Rio Grande
D402,Rio Grande,Tolhuin,1,200,Rio Grande - Tolhuin
D403,Rio Gallegos,Piedrabuena,4,100,Rio Gallegos - Piedrabuena
D404,Piedrabuena,San Julian,4,100,Piedrabuena - San Julian
D405,San Julian,Jaramillo,4,100,San Julian - Jaramillo
D406,Jaramillo,Caleta Olivia,4,100,Jaramillo - Caleta Olivia
D407,Rio Gallegos,Piedrabuena,1,200,Rio Gallegos - Piedrabuena
D408,Piedrabuena,San Julian,1,200,Piedrabuena - San Julian
D409,San Julian,Jaramillo,1,200,San Julian - Jaramillo
D410,Jaramillo,Caleta Olivia,1,200,Jaramillo - Caleta Olivia
D411,Rio Gallegos,Esperanza,4,100,Rio Gallegos - Esperanza
D412,Esperanza,El Calafate,4,100,Esperanza - El Calafate
D413,El Calafate,Tres Lagos,4,100,El Calafate - Tres Lagos
D414,Tres Lagos,Gobernador Gregores,4,100,Tres Lagos - Gobernador Gregores
D415,Gobernador Gregores,Bajo Caracoles,4,100,Gobernador Gregores - Bajo Caracoles
D416,Bajo Caracoles,Perito Moreno,4,100,Bajo Caracoles - Perito Moreno
D417,Perito Moreno,Colonia Las Heras,4,100,Perito Moreno - Colonia Las Heras
D418,Colonia Las Heras,Pico Truncado,4,100,Colonia Las Heras - Pico Truncado
D419,Pico Truncado,Caleta Olivia,4,100,Pico Truncado - Caleta Olivia
D420,Rio Gallegos,Esperanza,1,200,Rio Gallegos - Esperanza
D421,Esperanza,El Calafate,1,200,Esperanza - El Calafate
D422,El Calafate,Tres Lagos,1,200,El Calafate - Tres Lagos
D423,Tres Lagos,Gobernador Gregores,1,200,Tres Lagos - Gobernador Gregores
D424,Gobernador Gregores,Bajo Caracoles,1,200,Gobernador Gregores - Bajo Caracoles
D425,Bajo Caracoles,Perito Moreno,1,200,Bajo Caracoles - Perito Moreno
D426,Perito Moreno,Colonia Las Heras,1,200,Perito Moreno - Colonia Las Heras
D427,Colonia Las Heras,Pico Truncado,1,200,Colonia Las Heras - Pico Truncado
D428,Pico Truncado,Caleta Olivia,1,200,Pico Truncado - Caleta Olivia
D429,Dina Huapi,Bariloche,4,100,Dina Huapi - Bariloche
D430,Bariloche,El Foyel,4,100,Bariloche - El Foyel
D431,El Foyel,Epuyen,4,100,El Foyel - Epuyen
D432,Epuyen,Esquel,4,100,Epuyen - Esquel
D433,Esquel,Tecka,4,100,Esquel - Tecka
D434,Tecka,J. de San Martin,4,100,Tecka - J. de San Martin
D435,J. de San Martin,Alto Rio Senguer,4,100,J. de San Martin - Alto Rio Senguer
D436,Alto Rio Senguer,Rio Mayo,4,100,Alto Rio Senguer - Rio Mayo
D437,Rio Mayo,Perito Moreno,4,100,Rio Mayo - Perito Moreno
D438,Neuquen,Dina Huapi,1,200,Neuquen - Dina Huapi
D439,Dina Huapi,Bariloche,1,200,Dina Huapi - Bariloche
D440,Bariloche,El Foyel,1,200,Bariloche - El Foyel
D441,El Foyel,Epuyen,1,200,El Foyel - Epuyen
D442,Epuyen,Esquel,1,200,Epuyen - Esquel
D443,Esquel,Tecka,1,200,Esquel - Tecka
D444,Tecka,J. de San Martin,1,200,Tecka - J. de San Martin
D445,J. de San Martin,Alto Rio Senguer,1,200,J. de San Martin - Alto Rio Senguer
D446,Alto Rio Senguer,Rio Mayo,1,200,Alto Rio Senguer - Rio Mayo
D447,Rio Mayo,Perito Moreno,1,200,Rio Mayo - Perito Moreno
D448,Perito Moreno,Caleta Olivia,1,200,Perito Moreno - Pico Truncado - Caleta Olivia
D449,Bahia Blanca,Viedma,4,100,Bahia Blanca - Viedma
D450,Viedma,San Antonio Oeste,4,100,Viedma - San Antonio Oeste
D451,San Antonio Oeste,Sierra Grande,4,100,San Antonio Oeste - Sierra Grande
D452,Sierra Grande,Puerto Madryn,4,100,Sierra Grande - Puerto Madryn
D453,Puerto Madryn,Trelew,4,100,Puerto Madryn - Trelew
D454,Trelew,Rawson,4,100,Trelew - Rawson
D455,Rawson,Comodoro Rivadavia,4,100,Rawson - Comodoro Rivadavia
D456,Comodoro Rivadavia,Caleta Olivia,4,100,Comodoro Rivadavia - Caleta Olivia
D457,Bahia Blanca,Viedma,1,200,Bahia Blanca - Viedma
D458,Viedma,Caleta Olivia,1,200,Viedma - San Antonio Oeste - Sierra Grande - Puerto Madryn - Trelew - Rawson - Comodoro Rivadavia - Caleta Olivia
D459,Bahia Blanca,San Antonio Oeste,1,200,Bahia Blanca - Viedma - San Antonio Oeste
D460,San Antonio Oeste,Sierra Grande,1,200,San Antonio Oeste - Sierra Grande
D461,Sierra Grande,Puerto Madryn,1,200,Sierra Grande - Puerto Madryn
D462,Puerto Madryn,Trelew,1,200,Puerto Madryn - Trelew
D463,Trelew,Rawson,1,200,Trelew - Rawson
D464,Rawson,Comodoro Rivadavia,1,200,Rawson - Comodoro Rivadavia
D465,Comodoro Rivadavia,Caleta Olivia,1,200,Comodoro Rivadavia - Caleta Olivia
D466,Neuquen,Arroyito,4,100,Neuquen - Arroyito
D467,Arroyito,Picun Leufu,4,100,Arroyito - Picun Leufu
D468,Picun Leufu,Piedra del Aguila,4,100,Picun Leufu - Piedra del Aguila
D469,Piedra del Aguila,Dina Huapi,4,100,Piedra del Aguila - Dina Huapi
D470,Dina Huapi,Aguada Cecilio,4,100,Dina Huapi - Aguada Cecilio
D471,Aguada Cecilio,San Antonio Oeste,4,100,Aguada Cecilio - San Antonio Oeste
D472,Neuquen,Dina Huapi,1,200,Neuquen - Arroyito - Picun Leufu - Piedra del Aguila - Dina Huapi
D473,Dina Huapi,Aguada Cecilio,1,200,Dina Huapi - Aguada Cecilio
D474,Aguada Cecilio,San Antonio Oeste,1,200,Aguada Cecilio - San Antonio Oeste
D475,San Antonio Oeste,Bahia Blanca,1,200,San Antonio Oeste - Viedma - Bahia Blanca
D476,Neuquen,Arroyito,1,200,Neuquen - Arroyito
D477,Arroyito,Picun Leufu,1,200,Arroyito - Picun Leufu
D478,Picun Leufu,Piedra del Aguila,1,200,Picun Leufu - Piedra del Aguila
D479,Piedra del Aguila,Bahia Blanca,1,200,Piedra del Aguila - Dina Huapi - Aguada Cecilio - San Antonio Oeste - Viedma - Bahia Blanca
D480,Neuquen,General Roca,4,100,Neuquen - General Roca
D481,General Roca,Choele Choel,4,100,General Roca - Choele Choel
D482,Choele Choel,Rio Colorado,4,100,Choele Choel - Rio Colorado
D483,Rio Colorado,General Conesa,4,100,Rio Colorado - General Conesa
D484,General Conesa,San Antonio Oeste,4,100,General Conesa - San Antonio Oeste
D485,Neuquen,General Roca,1,200,Neuquen - General Roca
D486,General Roca,Choele Choel,1,200,General Roca - Choele Choel
D487,Choele Choel,Rio Colorado,1,200,Choele Choel - Rio Colorado
D488,Rio Colorado,General Conesa,1,200,Rio Colorado - General Conesa
D489,General Conesa,Bahia Blanca,1,200,General Conesa - San Antonio Oeste - Viedma - Bahia Blanca
D490,Neuquen,Sargento Vidal,4,100,Neuquen - Sargento Vidal
D491,Sargento Vidal,Catriel,4,100,Sargento Vidal - Catriel
D492,Catriel,Santa Isabel,4,100,Catriel - Santa Isabel
D493,Neuquen,Sargento Vidal,1,200,Neuquen - Sargento Vidal
D494,Sargento Vidal,Catriel,1,200,Sargento Vidal - Catriel
D495,Catriel,Santa Isabel,1,200,Catriel - Santa Isabel
D496,Santa Isabel,San Rafael,1,200,Santa Isabel - San Rafael
D497,Dina Huapi,Villa La Angostura,4,100,Dina Huapi - Villa La Angostura
D498,Villa La Angostura,San Martin de los Andes,4,100,Villa La Angostura - San Martin de los Andes
D499,San Martin de los Andes,Junin de los Andes,4,100,San Martin de los Andes - Junin de los Andes
D500,Junin de los Andes,Zapala,4,100,Junin de los Andes - Zapala
D501,Zapala,Chos Malal,4,100,Zapala - Chos Malal
D502,Chos Malal,Buta Ranquil,4,100,Chos Malal - Buta Ranquil
D503,Buta Ranquil,Malargue,4,100,Buta Ranquil - Malargue
D504,Malargue,San Rafael,4,100,Malargue - San Rafael
D505,Dina Huapi,Villa La Angostura,1,200,Dina Huapi - Villa La Angostura
D506,Villa La Angostura,San Martin de los Andes,1,200,Villa La Angostura - San Martin de los Andes
D507,San Martin de los Andes,Junin de los Andes,1,200,San Martin de los Andes - Junin de los Andes
D508,Junin de los Andes,Zapala,1,200,Junin de los Andes - Zapala
D509,Zapala,Chos Malal,1,200,Zapala - Chos Malal
D510,Chos Malal,Buta Ranquil,1,200,Chos Malal - Buta Ranquil
D511,Buta Ranquil,Malargue,1,200,Buta Ranquil - Malargue
D512,Malargue,San Rafael,1,200,Malargue - San Rafael
